x-axis,1,2
second,Volt,Volt
-486.00E-09,-361.06783524E-03,-371.41959555E-03
-485.00E-09,-361.06783524E-03,-371.41959555E-03
-484.00E-09,-361.06783524E-03,-371.41959555E-03
-483.00E-09,-353.53014688E-03,-352.57537465E-03
-482.00E-09,-345.48994596E-03,-332.47487235E-03
-481.00E-09,-337.44974504E-03,-331.21859096E-03
-480.00E-09,-329.40954412E-03,-331.21859096E-03
-479.00E-09,-335.94220737E-03,-331.21859096E-03
-478.00E-09,-336.94723248E-03,-331.21859096E-03
-477.00E-09,-343.98240829E-03,-348.80653047E-03
-476.00E-09,-352.02260921E-03,-368.90703277E-03
-475.00E-09,-360.06281013E-03,-371.41959555E-03
-474.00E-09,-361.06783524E-03,-371.41959555E-03
-473.00E-09,-353.53014688E-03,-352.57537465E-03
-472.00E-09,-345.48994596E-03,-351.31909326E-03
-471.00E-09,-337.44974504E-03,-332.47487235E-03
-470.00E-09,-329.40954412E-03,-312.37437006E-03
-469.00E-09,-328.90703157E-03,-311.11808866E-03
-468.00E-09,-335.94220737E-03,-328.70602817E-03
-467.00E-09,-343.98240829E-03,-348.80653047E-03
-466.00E-09,-352.02260921E-03,-368.90703277E-03
-465.00E-09,-360.06281013E-03,-371.41959555E-03
-464.00E-09,-361.06783524E-03,-390.26381646E-03
-463.00E-09,-361.06783524E-03,-372.67587695E-03
-462.00E-09,-353.53014688E-03,-352.57537465E-03
-461.00E-09,-345.48994596E-03,-332.47487235E-03
-460.00E-09,-337.44974504E-03,-331.21859096E-03
-459.00E-09,-328.90703157E-03,-331.21859096E-03
-458.00E-09,-328.90703157E-03,-331.21859096E-03
-457.00E-09,-328.90703157E-03,-350.06281186E-03
-456.00E-09,-336.44471993E-03,-370.16331416E-03
-455.00E-09,-352.02260921E-03,-371.41959555E-03
-454.00E-09,-360.56532268E-03,-371.41959555E-03
-453.00E-09,-361.06783524E-03,-371.41959555E-03
-452.00E-09,-353.02763432E-03,-351.31909326E-03
-451.00E-09,-344.98743340E-03,-351.31909326E-03
-450.00E-09,-336.94723248E-03,-331.21859096E-03
-449.00E-09,-328.90703157E-03,-331.21859096E-03
-448.00E-09,-320.86683065E-03,-331.21859096E-03
-447.00E-09,-328.40451901E-03,-350.06281186E-03
-446.00E-09,-336.44471993E-03,-351.31909326E-03
-445.00E-09,-344.48492085E-03,-351.31909326E-03
-444.00E-09,-352.52512177E-03,-370.16331416E-03
-443.00E-09,-360.56532268E-03,-371.41959555E-03
-442.00E-09,-361.06783524E-03,-371.41959555E-03
